"name","calls","ms","avg_us","min_us","max_us"
"nvjet_sm103_tst_64x16_64x16_1x2_h_bz_NNT",102,1.066804,10.458863,5.152000,29.249000
"nvjet_sm103_tst_128x128_64x8_4x1_2cta_v_bz_TNT",82,1.026865,12.522744,8.768000,29.921000
"nvjet_sm103_tst_64x112_64x14_2x1_2cta_v_bz_TNT",88,1.026829,11.668511,6.144000,29.761000
"void at::native::_scatter_gather_elementwise_kernel<128, 8, at::native::_cuda_scatter_gather_internal_kernel<true, at::native::OpaqueType<2>, long>::operator()<at::native::TensorAssign>(at::TensorIterator&, long, long, long, at::native::TensorAssign const&)::{lambda(int)#1}>(int, at::native::_cuda_scatter_gather_internal_kernel<true, at::native::OpaqueType<2>, long>::operator()<at::native::TensorAssign>(at::TensorIterator&, long, long, long, at::native::TensorAssign const&)::{lambda(int)#1})",144,1.024266,7.112958,5.984000,8.448000
"nvjet_sm103_tst_128x160_64x8_2x2_2cta_h_bz_TNT",100,1.021645,10.216450,6.112000,15.712000
"nvjet_sm103_tst_32x64_64x16_1x2_2cta_h_bz_NNN",87,1.019247,11.715483,5.408000,30.464000
"nvjet_sm103_tst_128x112_64x9_2x1_2cta_v_bz_TNT",100,1.014638,10.146380,5.025000,26.048000
"nvjet_sm103_tst_128x160_64x8_4x1_2cta_v_bz_TNT",70,1.000751,14.296443,9.728000,26.209000
"nvjet_sm103_tst_256x112_64x5_2x2_2cta_h_bz_TNT",54,0.988654,18.308407,12.576000,37.440000
"nvjet_sm103_tst_128x224_64x7_2x1_2cta_v_bz_NNT",45,0.904108,20.091289,12.032000,35.168000
"nvjet_sm103_tst_32x64_64x16_4x2_2cta_h_bz_NNN",108,0.894955,8.286620,5.056000,17.280000
"nvjet_sm103_tst_128x112_64x9_2x1_2cta_v_bz_NNT",61,0.867788,14.226033,7.361000,31.712000
"nvjet_sm103_tst_128x64_64x10_4x1_2cta_v_bz_TNT",70,0.842055,12.029357,6.912000,24.960000
"nvjet_sm103_tst_192x112_64x6_2x2_2cta_h_bz_TNT",54,0.836172,15.484667,10.848000,25.216000
"nvjet_sm103_tst_128x48_64x11_2x1_2cta_v_bz_NNT",67,0.833674,12.442896,6.401000,33.217000
"nvjet_sm103_tst_64x40_64x16_1x4_h_bz_TNT",128,0.829679,6.481867,3.872000,12.481000
"nvjet_sm103_tst_128x176_64x7_2x1_2cta_v_bz_TNT",74,0.818725,11.063851,6.464000,31.232000
"nvjet_sm103_tst_128x208_64x7_2x1_2cta_v_bz_NNT",42,0.801128,19.074476,11.137000,36.704000
"void multi_tensor_apply_kernel<TensorListMetadata<4, false>, transformer_engine::multi_tensor_adam::AdamFunctor<float, float, float, float, int>, float, float, float, float, float, float, transformer_engine::multi_tensor_adam::adamMode_t, float>(long, int volatile*, TensorListMetadata<4, false>, transformer_engine::multi_tensor_adam::AdamFunctor<float, float, float, float, int>, float, float, float, float, float, float, transformer_engine::multi_tensor_adam::adamMode_t, float)",11,0.788811,71.710091,70.305000,77.985000
"nvjet_sm103_tst_64x128_64x13_2x1_2cta_v_bz_NNT",74,0.781260,10.557568,6.528000,28.993000
"nvjet_sm103_tst_128x136_64x6_2x1_v_bz_TNT",72,0.774246,10.753417,5.983000,25.536000
"nvjet_sm103_tst_128x232_64x4_2x1_v_bz_TNT",62,0.772807,12.464629,7.904000,25.505000
"nvjet_sm103_tst_128x256_64x6_2x4f_2cta_h_bz_NNT",17,0.752778,44.281059,39.968000,54.497000
"nvjet_sm103_tst_128x144_64x8_2x1_2cta_v_bz_NNT",49,0.749641,15.298796,8.864000,34.336000
"nvjet_sm103_tst_128x64_64x10_2x1_2cta_v_bz_TNT",88,0.748455,8.505170,4.512000,22.784000
"nvjet_sm103_tst_128x168_64x5_2x1_v_bz_NNT",45,0.742672,16.503822,10.465000,35.777000
"nvjet_sm103_tst_128x144_64x8_4x1_2cta_v_bz_TNT",54,0.733128,13.576444,9.056000,31.680000
"nvjet_sm103_tst_128x112_64x9_2x2_2cta_h_bz_NNT",55,0.732300,13.314545,7.616000,30.241000
"nvjet_sm103_tst_128x120_64x6_4x2_h_bz_TNT",54,0.719946,13.332333,9.664000,21.632000
"nvjet_sm103_tst_128x168_64x5_2x1_v_bz_TNT",68,0.707876,10.409941,6.816000,20.512000
"nvjet_sm103_tst_192x160_64x6_2x1_2cta_v_bz_TNT",28,0.707242,25.258643,13.185000,40.577000
"nvjet_sm103_tst_128x80_64x10_2x1_2cta_v_bz_NNT",49,0.686568,14.011592,6.720000,27.072000
"nvjet_sm103_tst_64x144_64x12_2x1_2cta_v_bz_TNT",58,0.683110,11.777759,6.496000,26.080000
"nvjet_sm103_tst_144x128_64x8_1x2_2cta_h_bz_TNN",32,0.669895,20.934219,15.201000,35.392000
"nvjet_sm103_tst_128x184_64x5_2x1_v_bz_TNT",62,0.665901,10.740339,6.944000,23.872000
"nvjet_sm103_tst_128x96_64x9_2x1_2cta_v_bz_NNT",57,0.658279,11.548754,7.360000,25.377000
"nvjet_sm103_tst_128x96_64x9_4x1_2cta_v_bz_TNT",58,0.648618,11.183069,7.840000,20.257000
"nvjet_sm103_tst_256x128_64x5_2x2_2cta_h_bz_NNT",26,0.647498,24.903769,13.472000,32.032000
"nvjet_sm103_tst_128x176_64x7_2x1_2cta_v_bz_NNT",37,0.644133,17.409000,9.824000,36.672000
"nvjet_sm103_tst_64x32_64x16_2x4_2cta_h_bz_NNT",82,0.636264,7.759317,5.024000,16.320000
"nvjet_sm103_tst_128x128_64x8_2x2_2cta_h_bz_NNT",51,0.635918,12.468980,8.385000,21.217000
"nvjet_sm103_tst_64x32_64x16_2x1_2cta_v_bz_NNT",54,0.629416,11.655852,5.408000,43.073000
"nvjet_sm103_tst_128x104_64x7_2x1_v_bz_TNT",66,0.625477,9.476924,5.600000,19.488000
"nvjet_sm103_tst_256x136_64x4_2x1_v_bz_TNT",28,0.624940,22.319286,13.792000,56.769000
"void at::native::_scatter_gather_elementwise_kernel<128, 8, at::native::_cuda_scatter_gather_internal_kernel<false, at::native::OpaqueType<2>, long>::operator()<at::native::TensorAssign>(at::TensorIterator&, long, long, long, at::native::TensorAssign const&)::{lambda(int)#1}>(int, at::native::_cuda_scatter_gather_internal_kernel<false, at::native::OpaqueType<2>, long>::operator()<at::native::TensorAssign>(at::TensorIterator&, long, long, long, at::native::TensorAssign const&)::{lambda(int)#1})",48,0.623722,12.994208,11.968000,13.888000
"nvjet_sm103_tst_128x120_64x6_2x1_v_bz_TNT",64,0.610694,9.542094,5.664000,23.361000
"nvjet_sm103_tst_128x72_64x8_1x4_h_bz_TNT",86,0.610538,7.099279,4.928000,13.472000
"nvjet_sm103_tst_64x40_64x16_1x4_h_bz_NNT",64,0.608100,9.501563,5.376000,23.584000
"nvjet_sm103_tst_32x64_64x16_2x2_2cta_h_bz_NNN",57,0.600488,10.534877,5.473000,17.728000
"nvjet_sm103_tst_256x224_64x4_2x1_2cta_v_bz_TNT",8,0.587300,73.412500,41.056000,164.417000
"nvjet_sm103_tst_192x144_64x6_2x1_2cta_v_bz_NNT",30,0.583754,19.458467,13.760000,33.121000
"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",147,0.559884,3.808735,1.344000,8.384000
"nvjet_sm103_tst_192x160_64x6_2x2_2cta_h_bz_TNT",32,0.554507,17.328344,12.960000,24.352000
"nvjet_sm103_tst_128x72_64x8_4x1_v_bz_TNT",44,0.547080,12.433636,7.648000,21.185000
"nvjet_sm103_tst_128x112_64x9_4x1_2cta_v_bz_TNT",40,0.530246,13.256150,8.352000,34.721000
"nvjet_sm103_tst_128x64_64x10_2x1_2cta_v_bz_NNT",41,0.527975,12.877439,6.848000,24.736000
"nvjet_sm103_tst_128x160_64x8_2x2f_2cta_h_bz_NNT",23,0.516677,22.464217,18.848000,28.800000
"nvjet_sm103_tst_128x224_64x7_2x2_2cta_h_bz_NNT",30,0.515081,17.169367,11.200000,26.144000
"nvjet_sm103_tst_128x120_64x6_4x1_v_bz_TNT",36,0.512163,14.226750,9.792000,20.096000
"nvjet_sm103_tst_192x176_64x6_2x1_2cta_v_bz_NNT",20,0.510728,25.536400,17.824000,46.977000
"nvjet_sm103_tst_112x128_64x9_1x2_2cta_h_bz_TNN",40,0.508398,12.709950,8.096000,26.305000
"nvjet_sm103_tst_128x112_64x9_2x2_2cta_h_bz_TNT",64,0.498604,7.790687,5.345000,13.057000
"nvjet_sm103_tst_128x136_64x6_2x1_v_bz_NNT",31,0.494887,15.964097,9.120000,29.120000
"nvjet_sm103_tst_128x120_64x6_2x1_v_bz_NNT",32,0.494341,15.448156,8.609000,37.313000
"nvjet_sm103_tst_128x256_64x6_2x2_2cta_h_bz_NNT",24,0.493927,20.580292,13.409000,31.169000
"void at::native::_scatter_gather_elementwise_kernel<128, 8, at::native::_cuda_scatter_fill_internal_kernel<at::native::OpaqueType<4>, long>::operator()<at::native::TensorAssign>(at::TensorIterator&, at::native::OpaqueType<4>, long, long, long, at::native::TensorAssign const&)::{lambda(int)#1}>(int, at::native::_cuda_scatter_fill_internal_kernel<at::native::OpaqueType<4>, long>::operator()<at::native::TensorAssign>(at::TensorIterator&, at::native::OpaqueType<4>, long, long, long, at::native::TensorAssign const&)::{lambda(int)#1})",96,0.493116,5.136625,4.480000,6.240000
"nvjet_sm103_tst_256x112_64x5_2x1_2cta_v_bz_TNT",28,0.485543,17.340821,12.032000,27.008000
"nvjet_sm103_tst_128x64_64x10_2x4_2cta_h_bz_NNT",49,0.484647,9.890755,7.200000,17.825000
"nvjet_sm103_tst_96x64_64x13_1x2_2cta_h_bz_NNN",45,0.483655,10.747889,6.528000,30.656000
"nvjet_sm103_tst_256x240_64x4_2x1_2cta_v_bz_TNT",4,0.472516,118.129000,104.961000,138.593000
"nvjet_sm103_tst_128x72_64x8_1x4_h_bz_NNT",43,0.471080,10.955349,7.424000,21.760000
"nvjet_sm103_tst_192x160_64x6_2x1_2cta_v_bz_NNT",19,0.463335,24.386053,15.584000,40.320000
"nvjet_sm103_tst_64x112_64x14_2x2_2cta_h_bz_TNT",64,0.460582,7.196594,4.416000,11.904000
"nvjet_sm103_tst_128x216_64x4_2x1_v_bz_NNT",20,0.445384,22.269200,13.153000,42.816000
"nvjet_sm103_tst_128x200_64x5_2x1_v_bz_NNT",28,0.444903,15.889393,11.040000,25.504000
"void transformer_engine::normalization::rmsnorm_bwd_finalize_tuned_kernel<transformer_engine::normalization::Kernel_traits_finalize<2048u, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, unsigned int, 1024u, 4u, transformer_engine::normalization::Kernel_traits_base<2048u, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, unsigned int, 1024u> > >(transformer_engine::normalization::BackwardKernelParams)",97,0.439815,4.534175,4.064000,4.897000
"nvjet_sm103_tst_128x152_64x6_4x1_v_bz_TNT",42,0.438379,10.437595,6.592000,20.992000
"nvjet_sm103_tst_192x176_64x6_2x2_2cta_h_bz_TNT",20,0.433860,21.693000,14.273000,35.232000
"nvjet_sm103_tst_128x104_64x7_1x2_h_bz_NNT",28,0.429410,15.336071,9.152000,33.408000
"nvjet_sm103_tst_256x136_64x4_2x1_v_bz_NNT",12,0.428518,35.709833,25.664000,44.448000
"nvjet_sm103_tst_128x104_64x7_1x4_h_bz_NNT",34,0.424550,12.486765,8.096000,18.337000
"nvjet_sm103_tst_128x216_64x4_2x1_v_bz_TNT",34,0.412197,12.123441,7.904000,20.448000
"nvjet_sm103_tst_128x88_64x7_2x1_v_bz_TNT",44,0.411784,9.358727,5.280000,24.352000
"nvjet_sm103_tst_192x144_64x6_2x1_2cta_v_bz_TNT",20,0.400899,20.044950,12.448000,35.072000
"nvjet_sm103_tst_128x80_64x8_1x2_h_bz_NNT",31,0.398247,12.846677,8.160000,23.712000
"nvjet_sm103_tst_128x104_64x7_2x1_v_bz_NNT",33,0.394564,11.956485,7.937000,21.983000
"nvjet_sm103_tst_256x112_64x5_2x1_2cta_v_bz_NNT",14,0.392740,28.052857,20.193000,39.553000
"nvjet_sm103_tst_128x240_64x6_2x2_2cta_h_bz_NNT",23,0.389509,16.935174,11.840000,21.601000
"nvjet_sm103_tst_128x104_64x7_4x1_v_bz_TNT",28,0.388387,13.870964,8.832000,20.928000
"nvjet_sm103_tst_128x88_64x7_1x4_h_bz_NNT",34,0.387591,11.399735,7.808000,17.248000
"nvjet_sm103_tst_128x120_64x6_1x2_h_bz_TNT",30,0.386373,12.879100,9.152000,22.784000
"nvjet_sm103_tst_64x24_64x16_1x2_h_bz_NNT",39,0.383459,9.832282,5.344000,21.793000
"nvjet_sm103_tst_64x40_64x16_4x1_v_bz_NNT",42,0.376327,8.960167,5.696000,27.488000
"nvjet_sm103_tst_256x208_64x3_1x2_h_bz_NNT",10,0.364580,36.458000,25.505000,54.369000
"nvjet_sm103_tst_128x160_64x8_4x1f_2cta_v_bz_NNT",12,0.363749,30.312417,26.721000,37.377000
"nvjet_sm103_tst_512x64_64x3_2x1_2cta_v_bz_TNT",26,0.363273,13.972038,10.304000,25.473000
"nvjet_sm103_tst_256x96_64x5_2x1_2cta_v_bz_NNT",15,0.363172,24.211467,19.168000,34.721000
"nvjet_sm103_tst_128x128_64x8_2x4_2cta_h_bz_NNT",31,0.359945,11.611129,9.248000,19.777000
"nvjet_sm103_tst_64x48_64x16_2x1_2cta_v_bz_NNT",39,0.357158,9.157897,5.535000,20.673000
"nvjet_sm103_tst_64x112_64x14_2x2_2cta_h_bz_NNT",32,0.355848,11.120250,5.728000,25.600000
"nvjet_sm103_tst_128x96_64x9_2x2_2cta_h_bz_NNT",33,0.352325,10.676515,8.384000,17.472000
"nvjet_sm103_tst_128x216_64x4_4x1_v_bz_TNT",18,0.351204,19.511333,14.400000,35.328000
"nvjet_sm103_tst_128x120_64x6_1x2_h_bz_NNT",21,0.350150,16.673810,10.496000,29.409000
"nvjet_sm103_tst_64x64_64x16_2x4_2cta_h_bz_NNT",40,0.342276,8.556900,5.825000,23.328000
"nvjet_sm103_tst_192x176_64x6_2x2_2cta_h_bz_NNT",14,0.332419,23.744214,16.576000,40.608000
"nvjet_sm103_tst_128x120_64x6_1x4_h_bz_TNT",40,0.330120,8.253000,5.792000,13.057000
"nvjet_sm103_tst_128x88_64x7_2x1_v_bz_NNT",22,0.319557,14.525318,8.064000,25.665000
"nvjet_sm103_tst_96x128_64x9_4x2_2cta_h_bz_NNN",27,0.311620,11.541481,8.768000,20.096000
"nvjet_sm103_tst_128x256_64x6_4x1f_2cta_v_bz_NNT",4,0.306083,76.520750,63.104000,96.033000
"nvjet_sm103_tst_128x112_64x9_2x4_2cta_h_bz_NNT",24,0.303969,12.665375,8.992000,29.216000
"nvjet_sm103_tst_128x128_64x8_2x2_2cta_h_bz_TNT",40,0.302530,7.563250,5.536000,12.192000
"nvjet_sm103_tst_64x40_64x16_1x2_h_bz_NNT",28,0.301348,10.762429,5.440000,22.528000
"nvjet_sm103_tst_128x104_64x7_2x2_h_bz_NNT",23,0.301126,13.092435,9.504000,24.320000
"nvjet_sm103_tst_128x256_64x6_4x1f_2cta_v_bz_TNT",8,0.297286,37.160750,30.561000,47.969000
"nvjet_sm103_tst_128x88_64x7_4x1_v_bz_TNT",22,0.296164,13.462000,8.320000,22.944000
"nvjet_sm103_tst_256x200_64x3_1x2_h_bz_TNT",20,0.292963,14.648150,11.040000,24.832000
"nvjet_sm103_tst_128x232_64x4_2x1_v_bz_NNT",12,0.290021,24.168417,12.704000,43.457000
"nvjet_sm103_tst_128x160_64x8_2x4_2cta_h_bz_NNT",21,0.285794,13.609238,10.688000,23.136000
"nvjet_sm103_tst_128x72_64x8_2x1_v_bz_TNT",34,0.283523,8.338912,4.992000,18.496000
"nvjet_sm103_tst_64x96_64x15_2x1_2cta_v_bz_NNT",25,0.278658,11.146320,6.017000,31.840000
"nvjet_sm103_tst_64x112_64x14_2x1_2cta_v_bz_NNT",25,0.276896,11.075840,6.720000,22.304000
"nvjet_sm103_tst_128x120_64x6_2x2_h_bz_NNT",18,0.270916,15.050889,11.072000,27.617000
"nvjet_sm103_tst_128x48_64x11_2x2_2cta_h_bz_NNT",29,0.269830,9.304483,7.105000,19.008000
"nvjet_sm103_tst_128x152_64x6_2x1_v_bz_TNT",28,0.264450,9.444643,6.496000,20.161000
"nvjet_sm103_tst_128x160_64x8_2x4f_2cta_h_bz_TNT",12,0.261542,21.795167,16.256000,35.424000
"nvjet_sm103_tst_384x88_64x3_1x2_h_bz_TNT",6,0.258884,43.147333,33.952000,54.273000
"nvjet_sm103_tst_128x416_64x5_2x1_2cta_v_bz_NNT",7,0.254597,36.371000,23.425000,54.273000
"nvjet_sm103_tst_128x56_64x9_2x2_h_bz_NNT",23,0.253411,11.017870,8.288000,19.552000
"nvjet_sm103_tst_192x128_64x6_2x1_2cta_v_bz_NNT",12,0.249890,20.824167,13.408000,29.952000
"nvjet_sm103_tst_128x72_64x8_2x1_v_bz_NNT",17,0.246598,14.505765,7.264000,25.696000
"nvjet_sm103_tst_64x40_64x16_4x2_h_bz_NNT",30,0.243559,8.118633,5.473000,13.248000
"nvjet_sm103_tst_128x120_64x6_1x4_h_bz_NNT",20,0.243108,12.155400,9.184000,20.897000
"nvjet_sm103_tst_128x224_64x7_2x2_2cta_h_bz_TNT",26,0.239298,9.203769,7.296000,14.624000
"void (anonymous namespace)::softmax_warp_forward<float, float, float, 3, false, false>(float*, float const*, int, int, int, bool const*, int, bool)",96,0.236931,2.468031,2.208000,2.848000
"nvjet_sm103_tst_128x56_64x9_1x4_h_bz_TNT",30,0.236098,7.869933,4.928000,11.168000
"nvjet_sm103_tst_128x240_64x6_2x2_2cta_h_bz_TNT",22,0.233413,10.609682,7.936000,14.240000
"nvjet_sm103_tst_128x192_64x7_4x1_2cta_v_bz_TNT",14,0.228036,16.288286,11.489000,27.456000
"nvjet_sm103_tst_128x96_64x9_2x4_2cta_h_bz_NNT",19,0.227363,11.966474,8.416000,18.848000
"nvjet_sm103_tst_128x176_64x7_4x1_2cta_v_bz_TNT",16,0.225573,14.098313,10.720000,23.425000
"nvjet_sm103_tst_128x256_64x6_2x2_2cta_h_bz_TNT",16,0.220802,13.800125,8.192000,18.784000
"nvjet_sm103_tst_128x80_64x10_2x4_2cta_h_bz_NNT",21,0.202339,9.635190,7.809000,13.280000
"nvjet_sm103_tst_128x104_64x7_1x2_h_bz_TNT",10,0.198019,19.801900,8.544000,38.689000
"nvjet_sm103_tst_128x152_64x6_4x1_v_bz_NNT",14,0.194788,13.913429,9.760000,18.496000
"nvjet_sm103_tst_256x224_64x4_2x2_2cta_h_bz_NNT",8,0.183171,22.896375,19.713000,27.713000
"nvjet_sm103_tst_128x56_64x9_1x4_h_bz_NNT",15,0.179269,11.951267,7.489000,18.048000
"nvjet_sm103_tst_256x200_64x3_1x2_h_bz_NNT",6,0.177059,29.509833,24.609000,36.769000
"nvjet_sm103_tst_256x136_64x4_1x1_h_bz_NNT",7,0.166177,23.739571,20.096000,33.888000
"nvjet_sm103_tst_192x176_64x6_2x2f_2cta_h_bz_NNT",5,0.165153,33.030600,29.184000,35.360000
"nvjet_sm103_tst_128x184_64x5_4x1_v_bz_NNT",12,0.161794,13.482833,10.944000,24.192000
"nvjet_sm103_tst_192x112_64x6_2x2_2cta_h_bz_NNT",10,0.160738,16.073800,12.192000,21.760000
"transformer_engine::fused_attn::extract_seed_and_offset(long*, bool, long*, unsigned long, long*, unsigned long, unsigned int)",96,0.157407,1.639656,1.216000,2.176000
"nvjet_sm103_tst_128x272_64x4_2x1_v_bz_NNT",5,0.151330,30.266000,17.985000,43.809000
"nvjet_sm103_tst_128x272_64x4_2x1_v_bz_TNT",8,0.150721,18.840125,14.112000,28.608000
"nvjet_sm103_tst_192x160_64x6_2x2_2cta_h_bz_NNT",8,0.149731,18.716375,15.616000,22.241000
"void at::native::vectorized_elementwise_kernel<4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 3ul> >(int, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 3ul>)",61,0.147810,2.423115,1.664000,2.816000
"nvjet_sm103_tst_256x112_64x4_1x2_h_bz_TNT",8,0.146881,18.360125,12.832000,26.785000
"void multi_tensor_apply_kernel<TensorListMetadata<2, false>, transformer_engine::multi_tensor_scale::ScalePtrFunctor<float, float>, float*>(long, int volatile*, TensorListMetadata<2, false>, transformer_engine::multi_tensor_scale::ScalePtrFunctor<float, float>, float*)",7,0.145762,20.823143,19.104000,21.952000
"nvjet_sm103_tst_128x240_64x6_4x1_2cta_v_bz_TNT",8,0.140673,17.584125,12.992000,22.720000
"nvjet_sm103_tst_256x120_64x4_1x2_h_bz_TNT",8,0.136288,17.036000,13.344000,21.984000
"nvjet_sm103_tst_128x72_64x8_2x2_h_bz_NNT",11,0.128001,11.636455,8.800000,20.033000
"nvjet_sm103_tst_128x192_64x7_4x1f_2cta_v_bz_NNT",3,0.125666,41.888667,38.433000,46.304000
"nvjet_sm103_tst_384x88_64x3_1x2_h_bz_NNT",4,0.124867,31.216750,24.800000,43.201000
"void (anonymous namespace)::softmax_warp_backward<float, float, float, 3, false, false>(float*, float const*, float const*, int, int, int, bool const*)",48,0.115521,2.406687,2.112000,2.592000
"nvjet_sm103_tst_128x88_64x7_2x2_h_bz_NNT",8,0.105474,13.184250,9.697000,17.984000
"nvjet_sm103_tst_256x224_64x4_2x2f_2cta_h_bz_TNT",2,0.103010,51.505000,45.377000,57.633000
"nvjet_sm103_tst_256x112_64x4_1x2_h_bz_NNT",4,0.100353,25.088250,21.313000,31.552000
"nvjet_sm103_tst_256x128_64x4_1x1_h_bz_NNT",3,0.091361,30.453667,20.448000,36.096000
"nvjet_sm103_tst_16x64_64x16_2x2_2cta_h_bz_TNN",10,0.091171,9.117100,8.576000,9.952000
"nvjet_sm103_tst_160x192_64x5_1x2_2cta_h_bz_NNN",10,0.088641,8.864100,8.064000,14.432000
"void multi_tensor_apply_kernel<TensorListMetadata<1, false>, transformer_engine::multi_tensor_l2norm::L2NormFunctor<float>, float*, float*, bool, int>(long, int volatile*, TensorListMetadata<1, false>, transformer_engine::multi_tensor_l2norm::L2NormFunctor<float>, float*, float*, bool, int)",4,0.088097,22.024250,19.808000,23.232000
"nvjet_sm103_tst_32x64_64x16_4x1_v_bz_splitK_NTN",10,0.080803,8.080300,6.112000,10.145000
"nvjet_sm103_tst_128x144_64x8_2x2_2cta_h_bz_NNT",6,0.077344,12.890667,10.400000,17.440000
"nvjet_sm103_tst_96x128_64x9_1x2_2cta_h_bz_NNN",5,0.077248,15.449600,9.120000,20.992000
"void at::native::vectorized_elementwise_kernel<4, at::native::neg_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::neg_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",40,0.074689,1.867225,1.344000,2.560000
"nvjet_sm103_tst_192x192_64x5_2x1_2cta_v_bz_NNT",3,0.071296,23.765333,19.328000,29.760000
"nvjet_sm103_tst_128x152_64x6_2x2_h_bz_NNT",4,0.070112,17.528000,12.000000,25.664000
"void at::native::vectorized_gather_kernel<16, long>(char*, char*, long*, int, long, long, long, long, bool)",1,0.067297,67.297000,67.297000,67.297000
"nvjet_sm103_tst_128x176_64x7_2x2_2cta_h_bz_NNT",4,0.059360,14.840000,12.544000,19.424000
"void at::native::index_elementwise_kernel<128, 4, at::native::gpu_index_kernel<at::native::index_kernel_impl<at::native::OpaqueType<2> >(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1}>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>, at::native::index_kernel_impl<at::native::OpaqueType<2> >(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1} const&, bool)::{lambda(int)#1}>(long, at::native::gpu_index_kernel<at::native::index_kernel_impl<at::native::OpaqueType<2> >(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1}>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>, at::native::index_kernel_impl<at::native::OpaqueType<2> >(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1} const&, bool)::{lambda(int)#1})",1,0.053601,53.601000,53.601000,53.601000
"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<long, at::native::func_wrapper_t<long, at::native::sum_functor<long, long, long>::operator()(at::TensorIterator&)::{lambda(long, long)#1}>, unsigned int, long, 4, 4> >(at::native::ReduceOp<long, at::native::func_wrapper_t<long, at::native::sum_functor<long, long, long>::operator()(at::TensorIterator&)::{lambda(long, long)#1}>, unsigned int, long, 4, 4>)",12,0.045058,3.754833,2.656000,8.832000
"nvjet_sm103_tst_384x88_64x3_2x1_v_bz_TNT",2,0.044897,22.448500,20.448000,24.449000
"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul> >(int, at::native::FillFunctor<float>, std::array<char*, 1ul>)",26,0.039778,1.529923,1.216000,1.953000
"nvjet_sm103_tst_64x128_64x13_2x2_2cta_h_bz_TNT",4,0.032001,8.000250,4.800000,10.368000
"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4, 4> >(at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4, 4>)",11,0.030369,2.760818,2.560000,3.040000
"nvjet_sm103_tst_128x72_64x8_1x2_h_bz_TNT",2,0.029600,14.800000,8.032000,21.568000
"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1})",10,0.028001,2.800100,2.080000,3.264000
"nvjet_sm103_tst_128x120_64x6_2x4_h_bz_NNT",2,0.027360,13.680000,10.720000,16.640000
"nvjet_sm103_tst_64x144_64x12_2x2_2cta_h_bz_NNT",3,0.026145,8.715000,6.944000,11.937000
"void at::native::vectorized_elementwise_kernel<2, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, std::array<char*, 2ul> >(int, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, std::array<char*, 2ul>)",10,0.025376,2.537600,2.112000,2.912000
"nvjet_sm103_tst_192x96_64x7_2x1_2cta_v_bz_NNT",2,0.024000,12.000000,11.712000,12.288000
"nvjet_sm103_tst_64x128_64x13_2x2_2cta_h_bz_NNT",2,0.023233,11.616500,9.824000,13.409000
