k,laggard_gpu,lateness_ms,laggard_gpu_idle_since_prev_release_ms,laggard_interval_ms,sum_wait_all_gpus_ms,laggard_nvtx
429,3,0.443,0.006,4.601,4.602,backward|recompute|layer|moe|moe_experts
430,4,17.153,0.204,36.206,123.249,backward|recompute
431,0,0.037,0.002,3.816,0.648,backward|recompute
432,4,0.009,0.01,0.373,0.123,backward|recompute
433,3,0.388,0.005,4.236,3.94,backward|recompute
434,4,20.81,0.076,41.895,149.775,backward|recompute
435,0,0.041,0.003,4.115,0.984,backward|recompute
436,6,0.031,9.354,126.301,0.316,backward|recompute|layer|moe|hybridep_dispatch
437,0,0.519,0.004,3.937,3.494,backward|recompute|layer|moe|moe_experts
438,7,3.388,0.181,24.543,30.164,backward|recompute
439,5,0.034,0.003,3.446,0.381,backward|recompute
440,5,0.003,0.009,0.367,0.083,backward|recompute
441,0,0.491,0.003,3.651,3.289,backward|recompute
442,7,3.845,0.067,27.426,35.073,backward|recompute
443,3,0.041,0.003,3.634,0.454,backward|recompute
444,2,0.037,9.501,125.177,0.389,backward|recompute|layer|moe|hybridep_dispatch
445,1,0.424,0.003,4.878,4.693,backward|recompute|layer|moe|moe_experts
446,2,16.457,0.179,37.022,130.487,backward|recompute
447,4,0.07,0.005,4.106,1.317,backward|recompute
448,4,0.005,0.008,0.369,0.089,backward|recompute
449,1,0.373,0.002,4.499,4.299,backward|recompute
450,2,19.649,0.075,42.417,154.953,backward|recompute
451,4,0.038,0.004,4.384,1.296,backward|recompute
452,1,0.203,10.981,130.015,1.541,backward|recompute|layer|moe|hybridep_dispatch
453,0,0.796,0.003,4.835,6.177,backward|recompute|layer|moe|moe_experts
454,1,20.073,0.173,37.036,130.045,backward|recompute
455,2,0.037,0.003,3.98,0.581,backward|recompute
456,7,0.007,0.008,0.371,0.103,backward|recompute
457,0,0.728,0.004,4.466,6.169,backward|recompute
458,1,25.563,0.077,43.958,165.29,backward|recompute
459,2,0.014,0.006,4.256,0.351,backward|recompute
460,2,0.021,9.212,128.826,0.254,backward|recompute|layer|moe|hybridep_dispatch
461,0,0.442,0.003,4.888,4.679,backward|recompute|layer
462,2,13.275,0.207,32.052,89.729,backward|recompute
463,3,0.023,0.005,4.069,0.696,backward|recompute
464,2,0.013,0.009,0.374,0.15,backward|recompute
465,1,0.44,0.004,4.542,4.447,backward|recompute
466,2,15.723,0.078,36.496,106.605,backward|recompute
467,7,0.055,0.004,4.419,1.308,backward|recompute
468,3,0.031,9.698,129.109,0.355,backward|recompute|layer|moe|hybridep_dispatch
469,1,0.751,0.003,4.743,4.49,backward|recompute|layer|moe|moe_experts
470,3,12.461,0.184,32.232,91.432,backward|recompute
471,7,0.085,0.005,4.011,1.147,backward|recompute
472,1,0.007,0.01,0.371,0.098,backward|recompute
473,1,0.74,0.005,4.42,4.54,backward|recompute
474,3,15.007,0.072,36.705,108.675,backward|recompute
475,0,0.077,0.001,4.302,1.266,backward|recompute
476,4,0.006,9.056,128.342,0.218,backward|recompute|layer|moe|hybridep_dispatch
477,0,0.842,0.003,4.891,4.936,backward|recompute|layer|moe|moe_experts
478,7,9.873,0.178,30.396,76.459,backward|recompute
479,4,0.047,0.003,4.059,0.978,backward|recompute
480,7,0.003,0.009,0.367,0.071,backward|recompute
481,0,0.761,0.002,4.498,4.671,backward|recompute
482,7,11.815,0.08,34.442,90.907,backward|recompute
483,4,0.043,0.004,4.363,1.249,backward|recompute
484,6,0.062,10.152,129.137,0.558,backward|recompute|layer|moe|hybridep_dispatch
485,1,0.426,0.005,4.898,4.713,backward|recompute|layer|moe|moe_experts
486,6,16.453,0.209,35.011,113.742,backward|recompute
487,3,0.064,0.003,4.113,1.147,backward|recompute
488,6,0.005,0.01,0.37,0.095,backward|recompute
489,1,0.389,0.003,4.52,4.348,backward|recompute
490,6,19.932,0.074,40.255,137.202,backward|recompute
491,3,0.032,0.004,4.401,1.246,backward|recompute
492,4,0.059,9.091,129.018,0.504,backward|recompute|layer|moe|hybridep_dispatch
493,0,0.411,0.003,4.8,4.702,backward|recompute|layer|moe|moe_experts
494,4,30.256,0.216,47.749,214.49,backward|recompute
495,7,0.054,0.005,4.017,0.93,backward|recompute
496,4,0.016,0.011,0.38,0.182,backward|recompute
497,0,0.372,0.003,4.436,3.866,backward|recompute
498,4,39.486,0.131,58.596,279.117,backward|recompute
499,7,0.057,0.005,4.328,1.49,backward|recompute
500,6,0.043,9.329,125.958,0.379,backward|recompute|layer|moe|hybridep_dispatch
501,1,0.783,0.005,4.591,4.787,backward|recompute|layer|moe|moe_experts
502,0,13.718,0.167,33.989,106.661,backward|recompute
503,2,0.024,0.003,3.764,0.765,backward|recompute
504,7,0.002,0.007,0.365,0.066,backward|recompute
505,1,0.728,0.004,4.241,4.442,backward|recompute
506,0,16.327,0.069,38.749,126.715,backward|recompute
507,4,0.066,0.002,4.08,1.171,backward|recompute
508,6,0.064,9.344,124.838,0.524,backward|recompute|layer|moe|hybridep_dispatch
509,3,0.425,0.005,4.923,5.586,backward|recompute|layer|moe|moe_experts
510,6,22.019,0.212,39.762,152.18,backward|recompute
511,4,0.049,0.005,4.068,1.032,backward|recompute
512,1,0.002,0.01,0.366,0.071,backward|recompute
513,0,0.376,0.002,4.526,5.046,backward|recompute
514,6,29.416,0.13,48.834,203.189,backward|recompute
515,4,0.028,0.004,4.36,1.074,backward|recompute
516,6,0.035,11.046,133.043,0.363,backward|recompute|layer|moe|hybridep_dispatch
517,1,0.814,0.004,4.286,4.447,backward|recompute|layer|moe|moe_experts
518,0,11.217,0.174,30.631,78.538,backward|recompute
519,3,0.075,0.002,3.579,0.699,backward|recompute
520,0,0.004,0.007,0.37,0.082,backward|recompute
521,1,0.758,0.004,3.962,4.533,backward|recompute
522,0,14.163,0.076,35.313,97.572,backward|recompute
523,2,0.086,0.005,3.836,0.896,backward|recompute
524,6,0.045,9.363,127.676,0.408,backward|recompute|layer|moe|hybridep_dispatch
525,0,0.677,0.004,4.794,4.763,backward|recompute|layer|moe|hybridep_combine
526,1,37.462,0.229,51.718,249.176,backward|recompute
527,6,0.051,0.003,4.017,1.437,backward|recompute
528,2,0.005,0.009,0.37,0.097,backward|recompute
529,0,0.62,0.003,4.422,4.645,backward|recompute
530,1,51.293,0.131,66.885,344.488,backward|recompute
531,4,0.029,0.005,4.311,1.511,backward|recompute
532,5,0.04,10.078,126.838,0.411,backward|recompute|layer|moe|hybridep_dispatch
533,0,0.759,0.003,4.812,4.843,backward|recompute|layer|moe|moe_experts
534,1,14.562,0.171,33.125,98.708,backward|recompute
535,1,0.04,0.002,4.014,0.944,backward|recompute
536,6,0.004,0.01,0.37,0.072,backward|recompute
537,0,0.722,0.003,4.465,4.863,backward|recompute
538,1,17.315,0.078,37.703,117.004,backward|recompute
539,1,0.034,0.002,4.319,1.145,backward|recompute
540,3,0.042,9.939,127.862,0.364,backward|recompute|layer|moe|hybridep_dispatch
541,0,0.433,0.004,4.845,4.746,backward|recompute|layer|moe|hybridep_combine
542,6,20.344,0.205,39.231,147.547,backward|recompute
543,3,0.023,0.003,4.019,0.796,backward|recompute
544,6,0.008,0.008,0.371,0.122,backward|recompute
545,0,0.413,0.003,4.482,4.158,backward|recompute
546,6,24.533,0.084,45.375,177.384,backward|recompute
547,3,0.021,0.004,4.341,1.109,backward|recompute
548,6,0.662,10.7,131.456,4.812,backward|recompute|layer|moe|hybridep_dispatch
549,0,0.767,0.004,4.732,4.538,backward|recompute
550,7,15.715,0.193,34.634,110.857,backward|recompute
551,2,0.063,0.003,3.985,1.101,backward|recompute
552,2,0.005,0.006,0.368,0.09,backward|recompute
553,0,0.699,0.003,4.363,4.173,backward|recompute
554,7,19.236,0.078,40.011,135.585,backward|recompute
555,2,0.029,0.004,4.262,1.027,backward|recompute
556,1,0.036,9.461,127.556,0.353,backward|recompute|layer|moe|hybridep_dispatch
557,0,0.42,0.002,4.716,4.532,backward|recompute|layer|moe|hybridep_combine
558,4,17.561,0.18,36.1,122.576,backward|recompute
559,1,0.058,0.006,3.939,0.95,backward|recompute
560,7,0.006,0.009,0.369,0.104,backward|recompute
561,0,0.409,0.002,4.365,4.265,backward|recompute
562,4,21.062,0.074,41.37,146.2,backward|recompute
563,3,0.025,0.004,4.212,0.981,backward|recompute
564,5,0.024,28.211,148.697,0.254,backward|recompute|layer|moe|hybridep_dispatch
565,1,0.737,0.004,4.285,4.115,backward|recompute|layer|moe|moe_experts
566,0,8.982,0.17,28.996,66.46,backward|recompute
567,5,0.074,0.006,3.601,0.778,backward|recompute
568,4,0.006,0.011,0.369,0.104,backward|recompute
569,1,0.679,0.003,3.947,3.757,backward|recompute
570,0,11.196,0.074,33.26,82.174,backward|recompute
571,5,0.045,0.005,3.826,0.617,backward|recompute
572,7,0.042,9.622,128.111,0.398,backward|recompute|layer|moe|hybridep_dispatch
573,1,0.752,0.006,4.868,4.701,backward|recompute|layer|moe|moe_experts
574,7,17.368,0.17,36.158,123.814,backward|recompute
575,4,0.059,0.003,4.095,1.3,backward|recompute
576,3,0.006,0.008,0.369,0.081,backward|recompute
577,0,0.705,0.002,4.505,4.424,backward|recompute
578,7,20.417,0.076,41.386,146.412,backward|recompute
579,4,0.041,0.003,4.402,1.42,backward|recompute
580,5,0.477,13.601,147.799,3.761,backward|recompute|layer|moe|hybridep_dispatch
581,3,0.406,0.004,4.864,4.583,backward|recompute|layer
582,6,20.188,0.189,38.036,138.342,backward|recompute
583,7,0.039,0.004,4.086,1.068,backward|recompute
584,6,0.005,0.01,0.369,0.091,backward|recompute
585,3,0.364,0.003,4.486,4.205,backward|recompute
586,6,24.091,0.083,43.622,164.856,backward|recompute
587,2,0.017,0.004,4.387,1.192,backward|recompute
588,1,0.079,9.781,130.631,0.627,backward|recompute|layer|moe|hybridep_dispatch
589,0,0.867,0.004,4.548,4.963,backward|recompute|layer|moe|moe_experts
590,1,14.504,0.215,33.834,104.303,backward|recompute
591,0,0.052,0.003,3.719,0.634,backward|recompute
592,1,0.004,0.008,0.369,0.088,backward|recompute
593,0,0.82,0.003,4.214,5.104,backward|recompute
594,1,17.766,0.078,39.003,126.337,backward|recompute
595,4,0.107,0.004,4.046,1.145,backward|recompute
596,1,0.035,9.637,127.998,0.352,backward|recompute|layer|moe|hybridep_dispatch
597,1,0.411,0.004,4.665,4.325,backward|recompute|layer|moe|moe_experts
598,5,13.163,0.18,31.775,88.171,backward|recompute
599,1,0.046,0.005,3.914,0.925,backward|recompute
600,2,0.007,0.01,0.368,0.101,backward|recompute
601,1,0.423,0.003,4.355,4.345,backward|recompute
602,5,15.637,0.084,36.043,104.749,backward|recompute
603,2,0.027,0.004,4.19,0.967,backward|recompute
604,1,0.028,10.228,125.838,0.262,backward|recompute|layer|moe|hybridep_dispatch
605,1,0.731,0.005,4.796,4.53,backward|recompute|layer|moe|moe_experts
606,0,20.267,0.186,38.709,144.019,backward|recompute
607,7,0.02,0.006,4.009,1.051,backward|recompute
608,6,0.002,0.008,0.365,0.07,backward|recompute
609,1,0.678,0.003,4.423,4.438,backward|recompute
610,0,28.858,0.128,49.069,204.745,backward|recompute
611,7,0.039,0.006,4.341,1.402,backward|recompute
612,1,0.039,10.567,133.407,0.349,backward|recompute|layer|moe|hybridep_dispatch
613,3,0.402,0.003,4.473,4.485,backward|recompute|layer|moe|moe_experts
614,2,9.853,0.18,29.725,71.609,backward|recompute
615,6,0.113,0.004,3.76,1.106,backward|recompute
616,6,0.01,0.008,0.374,0.126,backward|recompute
617,3,0.411,0.003,4.16,4.408,backward|recompute
618,2,12.169,0.073,34.03,87.065,backward|recompute
619,6,0.121,0.004,4.042,1.239,backward|recompute
620,1,0.059,9.34,129.212,0.486,backward|recompute|layer|moe|hybridep_dispatch
621,0,0.701,0.005,4.399,3.778,backward|recompute|layer|moe|moe_experts
622,1,10.363,0.207,31.044,81.241,backward|recompute
623,7,0.009,0.006,3.7,0.264,backward|recompute
624,1,0.008,0.01,0.371,0.121,backward|recompute
625,7,0.645,0.003,4.054,4.007,backward|recompute
626,1,12.763,0.078,35.63,99.506,backward|recompute
627,3,0.087,0.001,4.045,1.098,backward|recompute
628,6,0.036,8.942,128.2,0.364,backward|recompute|layer|moe|hybridep_dispatch
629,3,0.385,0.006,4.827,4.878,backward|recompute|layer|moe|moe_experts
630,5,24.616,0.186,42.506,175.255,backward|recompute
631,7,0.059,0.005,3.998,1.18,backward|recompute
632,7,0.003,0.007,0.367,0.081,backward|recompute
633,1,0.33,0.003,4.442,4.397,backward|recompute
634,5,33.669,0.119,53.203,238.488,backward|recompute
635,7,0.023,0.002,4.286,1.13,backward|recompute
636,4,0.131,9.069,125.921,1.054,backward|recompute|layer|moe|hybridep_dispatch
637,0,0.534,0.003,4.772,4.856,backward|recompute|layer
638,6,6.983,0.178,28.036,57.381,backward|recompute
639,7,0.038,0.007,3.938,0.632,backward|recompute
640,1,0.003,0.01,0.368,0.075,backward|recompute
641,0,0.452,0.003,4.4,4.395,backward|recompute
642,6,8.203,0.074,31.558,67.011,backward|recompute
643,7,0.072,0.004,4.254,1.008,backward|recompute
644,5,0.033,11.0,130.818,0.329,backward|recompute|layer|moe|hybridep_dispatch
645,1,0.494,0.006,4.17,4.049,backward|recompute|layer|moe|moe_experts
646,5,6.57,0.169,27.616,55.236,backward|recompute
647,1,0.015,0.005,3.488,0.308,backward|recompute
648,3,0.005,0.01,0.367,0.091,backward|recompute
649,1,0.474,0.004,3.874,3.879,backward|recompute
650,5,8.655,0.073,31.851,70.044,backward|recompute
651,4,0.016,0.006,3.736,0.347,backward|recompute
652,6,0.054,9.585,128.41,0.513,backward|recompute|layer|moe|hybridep_dispatch
653,0,0.4,0.003,4.801,4.586,backward|recompute|layer|moe|moe_experts
654,6,20.366,0.225,39.972,153.356,backward|recompute
655,1,0.045,0.004,4.026,0.888,backward|recompute
656,6,0.009,0.007,0.374,0.121,backward|recompute
657,1,0.397,0.004,4.468,4.189,backward|recompute
658,6,28.826,0.128,50.414,214.238,backward|recompute
659,5,0.017,0.005,4.32,1.134,backward|recompute
660,5,0.115,9.85,127.945,0.753,backward|recompute|layer|moe|hybridep_dispatch
661,1,0.763,0.004,4.898,4.623,backward|recompute|layer|moe|moe_experts
662,0,15.686,0.176,33.085,98.544,backward|recompute
663,4,0.011,0.003,4.059,0.867,backward|recompute
664,1,0.004,0.008,0.367,0.08,backward|recompute
665,1,0.74,0.002,4.56,4.496,backward|recompute
666,0,18.381,0.071,37.449,115.362,backward|recompute
667,5,0.034,0.006,4.392,1.204,backward|recompute
668,6,0.035,9.43,123.621,0.431,backward|recompute|layer|moe|hybridep_dispatch
669,0,0.431,0.005,4.988,5.788,backward|recompute|layer
670,5,18.427,0.179,35.696,118.501,backward|recompute
671,3,0.086,0.004,4.167,0.974,backward|recompute
672,6,0.003,0.009,0.368,0.079,backward|recompute
673,0,0.385,0.003,4.6,5.309,backward|recompute
674,5,22.107,0.075,40.91,141.982,backward|recompute
675,3,0.173,0.004,4.549,1.658,backward|recompute
676,2,0.048,10.284,132.071,0.446,backward|recompute|layer|moe|hybridep_dispatch
677,3,0.37,0.004,4.365,3.894,backward|recompute|layer|moe|moe_experts
678,2,15.651,0.177,35.216,115.934,backward|recompute
679,3,0.026,0.004,3.671,0.434,backward|recompute
680,2,0.009,0.008,0.374,0.118,backward|recompute
681,3,0.366,0.004,4.058,3.782,backward|recompute
682,2,19.328,0.077,40.844,142.749,backward|recompute
683,3,0.093,0.003,4.025,1.243,backward|recompute
684,3,0.043,10.26,131.125,0.43,backward|recompute|layer|moe|hybridep_dispatch
685,1,0.784,0.004,4.885,4.878,backward|recompute|layer|moe|moe_experts
686,3,22.068,0.217,41.103,162.207,backward|recompute
687,6,0.023,0.003,4.054,0.851,backward|recompute
688,3,0.011,0.008,0.377,0.136,backward|recompute
689,1,0.703,0.006,4.486,4.754,backward|recompute
690,3,30.959,0.136,52.05,226.41,backward|recompute
691,6,0.018,0.004,4.36,1.119,backward|recompute
692,3,0.083,10.524,128.605,0.665,backward|recompute|layer|moe|hybridep_dispatch
693,0,0.702,0.003,4.734,4.527,backward|recompute|layer|moe|hybridep_combine
694,3,17.316,0.18,35.599,119.745,backward|recompute
695,1,0.063,0.005,3.996,1.307,backward|recompute
696,1,0.005,0.007,0.369,0.092,backward|recompute
697,1,0.695,0.003,4.412,4.42,backward|recompute
698,3,21.027,0.077,41.057,144.904,backward|recompute
699,5,0.03,0.004,4.275,1.293,backward|recompute
700,4,0.26,9.232,134.477,1.829,backward|recompute|layer|moe|hybridep_dispatch
701,1,0.417,0.005,4.862,4.685,backward|recompute|layer|moe|moe_experts
702,6,9.629,0.176,31.465,85.666,backward|recompute
703,5,0.047,0.002,4.058,1.081,backward|recompute
704,5,0.005,0.009,0.37,0.096,backward|recompute
705,0,0.403,0.002,4.5,4.37,backward|recompute
706,6,11.759,0.074,35.92,102.727,backward|recompute
707,3,0.034,0.005,4.356,1.183,backward|recompute
708,1,0.045,10.692,135.259,0.403,backward|recompute|layer|moe|hybridep_dispatch
709,0,0.794,0.004,4.682,4.551,backward|recompute|layer|moe|moe_experts
710,7,11.868,0.178,31.839,88.263,backward|recompute
711,3,0.036,0.002,3.9,0.789,backward|recompute
712,7,0.006,0.009,0.369,0.092,backward|recompute
713,0,0.736,0.002,4.321,4.429,backward|recompute
714,7,14.109,0.078,36.128,104.716,backward|recompute
715,1,0.046,0.003,4.209,1.111,backward|recompute
716,3,0.047,9.765,125.508,0.426,backward|recompute|layer|moe|hybridep_dispatch
717,1,0.556,0.005,4.283,4.267,backward|recompute|layer|moe|moe_experts
718,5,9.827,0.171,29.386,69.244,backward|recompute
719,1,0.023,0.003,3.578,0.452,backward|recompute
720,7,0.003,0.007,0.367,0.082,backward|recompute
721,1,0.516,0.003,3.955,3.946,backward|recompute
722,5,11.544,0.079,33.232,81.571,backward|recompute
723,0,0.025,0.004,3.838,0.56,backward|recompute
724,1,0.05,9.265,125.586,0.443,backward|recompute|layer|moe|hybridep_dispatch
725,7,0.567,0.004,4.014,3.632,backward|recompute|layer|moe|moe_experts
726,1,5.493,0.188,26.431,45.15,backward|recompute
727,2,0.039,0.004,3.433,0.372,backward|recompute
728,5,0.003,0.009,0.366,0.079,backward|recompute
729,7,0.502,0.005,3.705,3.269,backward|recompute
730,1,7.202,0.08,30.484,58.759,backward|recompute
731,3,0.015,0.003,3.624,0.215,backward|recompute
732,1,0.04,9.426,127.76,0.335,backward|recompute|layer|moe|hybridep_dispatch
733,3,0.573,0.003,4.319,4.302,backward|recompute|layer|moe|moe_experts
734,4,8.271,0.159,27.888,57.299,backward|recompute
735,5,0.03,0.004,3.614,0.355,backward|recompute
736,5,0.003,0.008,0.366,0.079,backward|recompute
737,3,0.529,0.004,3.983,3.945,backward|recompute
738,4,9.54,0.074,31.373,66.179,backward|recompute
739,0,0.04,0.003,3.886,0.493,backward|recompute
740,6,0.037,9.985,132.717,0.361,backward|recompute|layer|moe|hybridep_dispatch
741,1,0.383,0.005,4.702,4.574,backward|recompute|layer|moe|moe_experts
742,6,23.231,0.199,41.041,162.894,backward|recompute
743,3,0.016,0.002,3.902,0.898,backward|recompute
744,1,0.003,0.009,0.367,0.081,backward|recompute
745,1,0.368,0.003,4.359,4.337,backward|recompute
746,6,31.217,0.131,50.623,218.068,backward|recompute
747,5,0.046,0.004,4.227,1.242,backward|recompute
748,2,0.017,9.673,125.42,0.221,backward|recompute|layer|moe|hybridep_dispatch
749,1,0.769,0.005,4.934,5.751,backward|recompute|layer|moe|moe_experts
750,0,20.227,0.191,39.085,146.005,backward|recompute
751,0,0.086,0.002,4.108,1.013,backward|recompute
752,0,0.007,0.008,0.373,0.093,backward|recompute
753,1,0.711,0.003,4.556,5.325,backward|recompute
754,0,23.995,0.073,44.971,173.906,backward|recompute
755,0,0.084,0.003,4.428,1.171,backward|recompute
756,4,0.328,9.226,124.43,2.451,backward|recompute|layer|moe|hybridep_dispatch
757,0,0.744,0.003,4.951,5.956,backward|recompute|layer
758,4,27.758,0.21,42.871,177.395,backward|recompute
759,7,0.05,0.005,4.072,0.64,backward|recompute
760,1,0.007,0.006,0.37,0.096,backward|recompute
761,0,0.686,0.002,4.564,5.445,backward|recompute
762,4,36.431,0.118,52.872,233.816,backward|recompute
763,7,0.095,0.005,4.418,1.016,backward|recompute
764,7,0.03,9.488,123.891,0.311,backward|recompute|layer|moe|hybridep_dispatch
765,3,0.739,0.004,4.862,4.575,backward|recompute|layer|moe|moe_experts
766,0,12.981,0.171,32.914,97.655,backward|recompute
767,4,0.025,0.004,4.062,1.044,backward|recompute
768,3,0.004,0.009,0.369,0.076,backward|recompute
769,3,0.709,0.004,4.521,4.44,backward|recompute
770,0,15.518,0.069,37.65,116.771,backward|recompute
771,4,0.02,0.004,4.372,1.227,backward|recompute
772,3,0.03,10.792,127.227,0.326,backward|recompute|layer|moe|hybridep_dispatch
773,1,0.718,0.002,4.695,4.552,backward|recompute|layer|moe|moe_experts
774,3,21.744,0.26,41.017,161.734,backward|recompute
775,4,0.027,0.005,3.906,0.825,backward|recompute
776,3,0.007,0.009,0.371,0.102,backward|recompute
777,1,0.699,0.003,4.366,4.923,backward|recompute
778,3,29.144,0.134,50.452,214.983,backward|recompute
779,7,0.041,0.004,4.221,1.091,backward|recompute
780,7,0.047,9.548,130.495,0.459,backward|recompute|layer|moe|hybridep_dispatch
781,1,0.45,0.004,4.848,4.661,backward|recompute|layer|moe|moe_experts
782,4,26.364,0.189,43.236,179.452,backward|recompute
783,7,0.041,0.003,4.063,0.869,backward|recompute
784,4,0.008,0.009,0.371,0.102,backward|recompute
785,1,0.409,0.006,4.484,4.327,backward|recompute
786,4,36.429,0.123,54.875,249.006,backward|recompute
787,3,0.029,0.004,4.36,1.108,backward|recompute
788,5,0.06,9.918,126.798,0.493,backward|recompute|layer|moe|hybridep_dispatch
789,1,0.528,0.004,4.622,4.818,backward|recompute|layer|moe|moe_experts
790,4,17.738,0.204,37.139,130.699,backward|recompute
791,7,0.062,0.006,3.817,0.893,backward|recompute
792,7,0.003,0.008,0.367,0.07,backward|recompute
793,1,0.467,0.005,4.272,4.398,backward|recompute
794,4,21.807,0.082,43.293,161.169,backward|recompute
795,0,0.026,0.001,4.072,0.84,backward|recompute
796,2,0.03,9.843,124.338,0.327,backward|recompute|layer|moe|hybridep_dispatch
797,0,0.414,0.004,4.658,5.604,backward|recompute|layer|moe|moe_experts
798,2,22.092,0.202,38.69,143.927,backward|recompute
799,1,0.019,0.004,3.827,0.394,backward|recompute
800,2,0.013,0.01,0.376,0.136,backward|recompute
801,1,0.39,0.005,4.295,5.017,backward|recompute
802,2,27.214,0.079,45.383,177.851,backward|recompute
803,4,0.025,0.002,4.136,0.646,backward|recompute
804,1,0.201,10.444,129.63,1.496,backward|recompute|layer|moe|hybridep_dispatch
805,7,0.709,0.006,4.268,4.373,backward|recompute|layer|moe|moe_experts
806,3,10.198,0.181,30.493,77.569,backward|recompute
807,4,0.019,0.004,3.571,0.302,backward|recompute
808,2,0.005,0.008,0.368,0.093,backward|recompute
809,7,0.592,0.004,3.935,3.919,backward|recompute
810,3,12.331,0.072,34.782,92.941,backward|recompute
811,6,0.035,0.003,3.844,0.509,backward|recompute
812,4,0.023,8.798,124.963,0.271,backward|recompute|layer|moe|hybridep_dispatch
813,0,0.452,0.004,4.582,4.365,backward|recompute|layer|moe|moe_experts
814,6,16.863,0.191,35.493,116.976,backward|recompute
815,4,0.036,0.004,3.83,0.582,backward|recompute
816,6,0.007,0.01,0.37,0.096,backward|recompute
817,3,0.423,0.003,4.232,4.061,backward|recompute
818,6,20.182,0.074,40.64,139.953,backward|recompute
819,4,0.048,0.004,4.132,0.857,backward|recompute
820,6,0.123,10.4,124.547,1.039,backward|recompute|layer|moe|hybridep_dispatch
821,0,0.42,0.003,4.789,4.593,backward|recompute|layer|moe|hybridep_combine
822,6,21.747,0.21,42.881,177.103,backward|recompute
823,1,0.115,0.003,4.054,1.371,backward|recompute
824,1,0.005,0.007,0.371,0.083,backward|recompute
825,1,0.44,0.002,4.48,4.588,backward|recompute
826,6,29.692,0.124,53.157,235.863,backward|recompute
827,1,0.04,0.004,4.305,1.177,backward|recompute
828,5,0.028,10.33,124.617,0.349,backward|recompute|layer|moe|hybridep_dispatch
829,1,0.709,0.005,4.407,4.564,backward|recompute|layer|moe|moe_experts
830,3,12.431,0.212,32.823,95.926,backward|recompute
831,3,0.08,0.003,3.729,0.741,backward|recompute
832,3,0.013,0.008,0.375,0.141,backward|recompute
833,1,0.698,0.003,4.1,4.703,backward|recompute
834,3,15.265,0.074,37.906,117.605,backward|recompute
835,7,0.018,0.005,3.956,0.473,backward|recompute
836,2,0.046,11.078,133.793,0.382,backward|recompute|layer|moe|hybridep_dispatch
837,0,0.395,0.004,4.492,4.903,backward|recompute|layer|moe|moe_experts
838,2,11.037,0.18,30.29,76.216,backward|recompute
839,3,0.025,0.002,3.735,0.396,backward|recompute
840,6,0.01,0.013,0.374,0.115,backward|recompute
841,0,0.366,0.003,4.148,4.532,backward|recompute
842,2,13.2,0.085,34.574,91.585,backward|recompute
843,7,0.01,0.004,4.005,0.483,backward|recompute
844,5,0.017,9.645,127.34,0.218,backward|recompute|layer|moe|hybridep_dispatch
845,7,0.504,0.004,4.118,4.158,backward|recompute|layer|moe|moe_experts
846,5,7.325,0.17,27.258,51.841,backward|recompute
847,4,0.056,0.005,3.528,0.536,backward|recompute
848,7,0.003,0.008,0.368,0.077,backward|recompute
849,7,0.506,0.003,3.851,4.137,backward|recompute
850,5,9.268,0.075,31.435,65.775,backward|recompute
851,1,0.082,0.004,3.752,0.709,backward|recompute
852,7,0.147,10.352,130.412,1.129,backward|recompute|layer|moe|hybridep_dispatch
853,1,0.476,0.005,4.482,4.534,backward|recompute|layer|moe|moe_experts
854,4,14.58,0.176,34.375,108.592,backward|recompute
855,0,0.019,0.002,3.686,0.616,backward|recompute
856,3,0.003,0.007,0.368,0.064,backward|recompute
857,0,0.491,0.002,4.181,4.485,backward|recompute
858,4,17.183,0.08,39.113,128.052,backward|recompute
859,0,0.018,0.003,3.956,0.763,backward|recompute
860,4,0.106,9.603,125.124,0.81,backward|recompute|layer|moe|hybridep_dispatch
861,0,0.482,0.003,4.632,4.672,backward|recompute|layer|moe|moe_experts
862,6,20.2,0.178,38.209,138.74,backward|recompute
863,1,0.029,0.002,3.832,0.721,backward|recompute
864,6,0.008,0.009,0.373,0.114,backward|recompute
865,1,0.465,0.003,4.284,4.371,backward|recompute
866,6,24.199,0.074,43.992,166.631,backward|recompute
867,1,0.048,0.001,4.141,1.099,backward|recompute
868,6,0.031,10.04,132.844,0.312,backward|recompute|layer|moe|hybridep_dispatch
869,0,0.582,0.004,4.028,3.689,backward|recompute|layer|moe|moe_experts
870,6,5.498,0.201,25.502,37.044,backward|recompute
871,4,0.021,0.004,3.431,0.285,backward|recompute
872,1,0.002,0.009,0.367,0.062,backward|recompute
873,0,0.549,0.002,3.734,3.515,backward|recompute
874,6,6.55,0.079,28.69,43.909,backward|recompute
875,3,0.063,0.002,3.671,0.615,backward|recompute
876,0,0.099,8.577,130.517,0.774,backward|recompute|layer|moe|hybridep_dispatch
877,0,0.727,0.007,4.568,4.359,backward|recompute|layer|moe|moe_experts
878,7,21.777,0.19,39.577,149.607,backward|recompute
879,3,0.036,0.006,3.839,0.722,backward|recompute
880,7,0.015,0.01,0.379,0.168,backward|recompute
881,0,0.689,0.003,4.238,4.36,backward|recompute
882,7,27.621,0.083,47.028,189.529,backward|recompute
883,3,0.059,0.003,4.155,1.227,backward|recompute
884,0,0.033,9.789,126.967,0.28,backward|recompute|layer|moe|hybridep_dispatch
885,0,0.583,0.017,3.993,3.922,backward|recompute|layer|moe|moe_experts
886,3,3.182,0.174,24.551,29.094,backward|recompute
